objectname,RA,DEC,period,R2,sector
TIC 402857166,225.2313354,-73.29170625,0.424448587,0.996178195,[39]
TIC 157788279,173.3418474,-14.46114768,0.35515638,0.996162096,"[63, 9]"
TIC 370101325,66.09506454,-71.85503655,0.509609263,0.99615466,"[66, 64, 65, 61, 9, 63, 62, 10]"
TIC 440601445,92.77668667,46.22829716,0.318087014,0.996142327,[60]
TIC 376593757,86.65679819,72.56013769,0.478225772,0.99612284,"[20, 60, 19, 53, 26]"
TIC 141760499,118.1878199,81.33099076,0.785490479,0.996120016,[47]
TIC 328815404,139.3547066,84.30682016,0.444319601,0.996112732,"[53, 47, 40]"
TIC 279615979,106.3438007,-59.72649344,0.481903384,0.996098973,"[66, 65, 64, 62, 63, 61, 11, 9, 10]"
TIC 219328400,333.519513,-55.445127,0.339015047,0.996098339,[1]
TIC 134522557,122.3693221,-38.85813037,0.352388173,0.996080311,"[62, 35, 61, 34, 7]"
TIC 332024007,132.5423788,23.62172553,0.322224397,0.996038261,"[46, 44, 45]"
TIC 138634715,178.0351974,61.1848344,0.477930132,0.996005024,[41]
TIC 120569215,285.6031141,36.91319739,0.707216884,0.996001203,[53]
TIC 446127290,145.9394604,55.95251853,0.333429682,0.995992129,"[47, 21]"
TIC 233670269,250.4693601,-47.38038065,1.161732297,0.99599094,[39]
TIC 402756966,224.6509241,-73.00316422,0.504981979,0.995977402,[39]
TIC 79931363,120.8536726,-42.18779926,0.716719017,0.99596672,"[35, 34]"
TIC 142785398,154.5052373,75.22438582,0.38975721,0.995955242,"[60, 14, 20, 47, 40, 21]"
TIC 98950823,87.39036143,47.84576667,1.026129223,0.995954831,"[59, 19]"
TIC 80367998,103.9914912,29.13024026,0.745862147,0.995952729,"[45, 47, 44]"
TIC 313500207,249.0708177,50.16034075,0.636360698,0.995928939,"[50, 52, 51]"
TIC 388940613,188.2718766,4.524614062,0.452883489,0.995907973,"[23, 46]"
TIC 341660524,254.2023666,-39.09393347,0.639951366,0.995891689,"[39, 66, 12]"
TIC 392909786,206.5281579,5.115609966,0.407853613,0.995869775,"[50, 23]"
TIC 84336941,57.97244145,24.38696594,0.836892939,0.99586697,"[42, 43, 44]"
TIC 123357793,281.4811413,47.12267116,0.73789546,0.995866798,"[41, 54, 40, 14, 55, 26, 53]"
TIC 246152934,252.650696,-47.64420193,0.290580802,0.995770848,"[66, 12, 39]"
TIC 363923220,266.5122158,21.29728163,0.952593511,0.995754157,"[53, 52]"
TIC 180257158,179.8467893,-14.92479083,0.498787864,0.995752893,[36]
TIC 231053092,29.85085307,-55.9099214,0.352018826,0.995727175,"[30, 29]"
TIC 172274437,299.5124343,39.41096339,0.48909413,0.995714968,"[55, 15, 41, 54]"
TIC 460640587,191.4379212,-63.51922529,0.362027748,0.995712227,"[65, 64, 11, 38]"
TIC 337646214,131.1129675,12.87555249,0.300647589,0.995676436,"[44, 46]"
TIC 148098016,100.5140199,-36.87794342,0.715014554,0.99566748,"[34, 33]"
TIC 405412976,337.3372564,-69.54007096,0.3253407,0.995621497,"[28, 27]"
TIC 297348512,180.0519161,-66.07796062,0.291330173,0.995599077,"[38, 65, 37, 64, 11]"
TIC 464665587,156.8423043,-55.73838009,0.436837379,0.99559852,"[36, 37]"
TIC 241168015,115.8195635,45.21693469,0.616209536,0.99557565,"[60, 47]"
TIC 48069035,222.2187477,-35.25785606,1.192247224,0.995563558,[65]
TIC 220654235,245.6239485,-57.52164083,0.47901564,0.995556346,[39]
TIC 382635931,39.76792718,-65.33184103,0.37990861,0.995488359,"[2, 3]"
TIC 94986325,81.73398534,-14.2931187,0.215019593,0.995483825,"[32, 5, 6]"
TIC 81408050,106.6986695,-21.71413581,0.449165944,0.995468661,"[34, 33]"
TIC 469531345,324.2485042,58.14016632,0.80257006,0.995459214,"[56, 57]"
TIC 24733359,141.9099691,-35.00737648,0.378442084,0.995440188,"[62, 35, 8, 9]"
TIC 180651551,199.3855866,40.57260533,0.243338644,0.995428794,"[23, 49, 22]"
TIC 234068267,101.0414289,2.391571898,0.357241181,0.995426654,"[33, 6]"
TIC 356000389,239.3129887,25.91580042,0.235145955,0.995422425,"[24, 25, 51]"
TIC 279404964,235.4859212,-58.05077943,0.263537179,0.995416202,"[39, 65]"
TIC 426872743,236.5603388,-69.73941579,0.289773184,0.995412936,[39]
TIC 238892775,40.911264,-71.950309,0.482869664,0.995390701,"[1, 13, 2, 63]"
TIC 407999987,61.5792604,11.12513305,0.271563117,0.995383957,"[32, 44, 42, 5, 43]"
TIC 141332108,45.67619892,-7.685479247,0.381817723,0.995375668,"[4, 31]"
TIC 176983267,101.434958,-66.97048142,0.417977298,0.995344927,"[66, 61, 65, 64, 62, 9, 12, 10, 11]"
TIC 149118068,231.929161,-39.30233476,0.385971157,0.995317053,[38]
TIC 54332627,97.7657911,20.19378654,0.467087179,0.995313162,"[45, 43, 44]"
TIC 95470426,155.7716747,23.21875006,0.890320372,0.995309168,"[46, 45, 48]"
TIC 326815593,359.5307138,61.19578647,0.278026223,0.995299048,"[57, 58]"
TIC 121460104,288.0198413,40.12705441,0.37851665,0.995279473,"[14, 41, 53, 40, 55]"
TIC 150360599,96.40162484,-62.16761575,0.985511145,0.995279278,"[28, 64, 27, 65, 36, 63, 32, 31, 35, 62, 61, 29, 66, 30, 38, 33, 39]"
TIC 50720620,82.688442,-0.373371,0.589879082,0.995278057,[6]
TIC 79104840,315.9346538,-53.68725521,0.702080918,0.995270195,[27]
TIC 341855843,121.8529803,-59.57354104,0.990149134,0.995244184,"[37, 35, 36]"
TIC 100830145,88.53778933,-35.17216598,0.482701001,0.995240335,"[33, 32]"
TIC 401625800,311.461691,-78.34974772,0.8851972,0.995228686,[27]
TIC 27014615,294.1087513,50.54264164,1.096493851,0.995172554,"[15, 41, 54, 55, 14]"
TIC 327056599,270.6372717,-40.08789603,0.313735202,0.995142268,"[39, 13, 66]"
TIC 154066690,207.1555479,71.43062046,0.967503681,0.995139003,"[22, 21, 20, 14, 15]"
TIC 184791716,109.6864388,19.63657274,0.573415033,0.995137671,"[45, 44, 46]"
TIC 345036540,154.533611,0.716919,0.26405138,0.995130106,[8]
TIC 198008281,60.26640458,-54.40619162,0.263165444,0.995108289,"[31, 29, 3, 30, 4]"
TIC 29123576,132.5670274,-45.38400804,0.256903578,0.995098491,"[36, 35, 8, 9]"
TIC 161665775,226.3854804,46.44381399,0.278393948,0.995095746,"[24, 23, 16]"
TIC 265130663,127.377489,4.146494,0.269553897,0.995089015,[7]
TIC 139232532,346.7443255,-43.91068561,0.562235974,0.99507026,[28]
TIC 371119381,228.0744127,-33.56583756,0.786033045,0.995028623,[38]
TIC 224299764,185.5753908,57.07456025,0.426247379,0.995026878,"[22, 21, 41, 48]"
TIC 245527958,252.0209155,-46.02420896,0.941682147,0.995020391,"[66, 12]"
TIC 100098086,24.14768981,-44.16428916,0.360129327,0.99502018,"[29, 30]"
TIC 224328133,251.2199568,30.47125545,0.236766075,0.995003143,[25]
TIC 27415380,215.0195154,39.05039585,0.739089661,0.994990586,"[23, 16]"
TIC 390122587,24.16064422,61.43163725,0.4123204,0.994983953,"[24, 58, 25, 18]"
TIC 389532846,22.52528,63.582443,0.461943337,0.994982234,"[24, 58, 25, 18]"
TIC 345520632,355.9970659,58.74652844,1.188921606,0.994980243,"[17, 24]"
TIC 22746811,38.34886237,24.45183238,0.325364158,0.994908678,"[42, 44, 43]"
TIC 329153513,268.2669766,77.38396496,0.252446104,0.994885576,"[50, 23, 18, 52, 53, 48, 55, 14, 21, 54, 19, 40, 47, 17, 51, 22, 41, 15, 24, 16, 25, 49, 20]"
TIC 198883881,285.056974,29.05792905,1.027330566,0.994859851,"[54, 40, 53, 14]"
TIC 327925616,189.9827138,-66.51113652,0.694912617,0.994846242,"[64, 38, 65]"
TIC 157376436,238.7439914,42.76958061,0.634813601,0.994745069,"[51, 50, 24]"
TIC 167692491,102.5767095,-63.50324393,0.420827512,0.994729451,"[31, 38, 30, 37, 66, 64, 36, 62, 33, 27, 28, 39, 65, 63, 29, 11, 34, 32, 9, 61, 12, 10]"
TIC 233524881,279.9458199,65.63280859,0.671426842,0.994726425,"[23, 21, 56, 20, 14, 17, 16, 59, 25, 15, 58, 57, 18, 22, 26]"
TIC 81583239,106.8357569,-23.44039789,0.548823411,0.994693237,"[34, 33]"
TIC 201726459,302.9098294,-55.46273616,0.383512819,0.994673695,[27]
TIC 249853017,37.91831933,48.7785895,0.254671646,0.994660438,[58]
TIC 38515566,62.76575611,-63.16057341,0.24553195,0.994657286,"[28, 27, 36, 29, 33, 34, 35, 30, 32, 38, 39, 37, 31]"
TIC 279821618,239.878675,-40.86516597,0.917965694,0.994644478,"[65, 12]"
TIC 251105281,42.6690856,58.18915247,0.506377236,0.994622083,[58]
TIC 177363174,357.8893322,47.48776843,0.209549686,0.994612778,[17]
TIC 248389586,19.4851181,-1.265205828,0.595443731,0.994595576,"[42, 30, 43]"
TIC 376867620,276.221053,68.49554702,0.513123825,0.994582619,"[55, 54, 47, 49, 48, 53, 52, 40, 50]"
TIC 219763163,262.5225478,61.12547721,0.581668856,0.994580369,[24]
TIC 308337111,180.4056294,-63.56335563,0.362110823,0.994579672,"[37, 65, 38, 10]"
TIC 78002882,142.4919474,-44.92577761,0.42371653,0.994559648,[36]
TIC 72696935,60.09700617,56.9015996,0.271809599,0.994547865,"[59, 19]"
TIC 169468632,194.2681345,-51.1987536,0.649624884,0.994527737,"[64, 11, 37]"
TIC 93272269,129.8493576,-53.43975958,1.102974158,0.994525246,"[35, 9, 62, 8, 36]"
TIC 443822048,121.0402074,9.335056879,1.114786778,0.994469353,"[46, 45]"
TIC 57963765,5.028968867,33.23106081,0.321126898,0.994420565,"[17, 57]"
TIC 5051080,109.9190924,-21.88941183,0.287679554,0.994399899,"[34, 7, 33, 61]"
TIC 264688425,109.573239,6.335058,0.304445837,0.994352297,[7]
TIC 1414238,131.8524422,-29.77303326,0.362927372,0.994298317,[35]
TIC 236004686,250.9906351,26.29559784,0.524689182,0.994297528,[25]
TIC 388354171,124.9244016,-50.66651559,0.323519606,0.994291277,"[36, 34, 35]"
TIC 19908570,140.7093173,-29.91749773,0.871041552,0.994280352,[35]
TIC 72540212,151.6904791,-41.20255932,0.303942772,0.994241387,[36]
TIC 341547328,120.4792442,-54.46992451,0.674902276,0.994226277,"[34, 36, 35]"
TIC 328161938,39.87066119,0.328516958,0.322182523,0.994218486,"[31, 4]"
TIC 229082842,68.90065367,-0.874104537,0.376124401,0.994208638,[5]
TIC 148917425,188.3705919,69.78823142,1.097322746,0.994190805,"[47, 41, 21, 14, 48, 15]"
TIC 352012002,285.6162048,44.21567352,0.666783986,0.99417908,"[55, 53, 14, 26, 41, 40]"
TIC 454442954,169.9781775,-75.64394557,1.115420449,0.994175986,"[38, 37, 39]"
TIC 236409173,251.6260075,-47.01955353,0.448711762,0.99417102,"[39, 66, 12]"
TIC 357794973,277.2705951,45.4792049,0.232782731,0.99415903,[26]
TIC 130415599,104.7151134,-46.54584691,0.721176745,0.994141227,"[33, 34]"
TIC 270039561,311.7336565,-29.84602071,0.699644796,0.994137472,[27]
TIC 213104008,76.1740089,-3.246167784,0.415290233,0.994089043,[32]
TIC 25183492,97.980022,-7.083152,0.558138656,0.994060185,[6]
TIC 8279593,162.785622,38.027359,0.295719328,0.994052163,[48]
TIC 399587190,40.39563127,47.35629913,0.564081182,0.994050647,"[58, 18]"
TIC 151430977,232.0137335,-47.725819,0.797394903,0.994030611,[38]
TIC 44797681,62.45881848,-25.32095425,0.401240621,0.994027591,"[5, 4]"
TIC 12632044,53.18112299,-8.927570523,0.201665597,0.994017872,[4]
TIC 16039917,63.5623434,18.89400784,0.717042838,0.994016668,"[44, 43]"
TIC 79251104,251.7293703,-40.34733103,0.769457886,0.994006464,[66]
TIC 147611185,148.7693471,66.15297182,0.368423899,0.994002852,"[40, 41, 14, 20, 47, 21]"
TIC 144253818,328.8964722,-45.20064596,0.37834838,0.993990938,[28]
TIC 233544319,281.3982809,64.06742428,0.606506911,0.993967192,"[25, 26, 19, 14, 20, 24, 16, 23, 17, 21, 22]"
TIC 48189126,282.614189,48.01996298,0.357833758,0.993966685,"[14, 26]"
TIC 46041110,214.424101,-21.828851,0.308012156,0.993895125,[11]
TIC 320054541,293.4581827,-53.99238183,0.229477362,0.993892805,[27]
TIC 262614966,116.6433562,-62.87733043,1.157549324,0.993876163,"[61, 62, 65, 63, 9, 12, 64, 13]"
TIC 271158877,294.5265382,43.39645608,0.786109265,0.99385784,"[15, 14, 55, 41, 54, 40]"
TIC 9153664,105.0811104,41.0135974,0.435767069,0.993844998,"[60, 47]"
TIC 263324962,230.7583666,-68.43118596,0.302310852,0.993815082,[39]
TIC 390596947,217.568527,-60.386547,0.317916875,0.99380856,"[11, 38, 12]"
TIC 248067933,325.6082641,28.82976623,0.781987145,0.993794648,[55]
TIC 373658144,171.7307205,49.15526771,0.306560731,0.993782475,[48]
TIC 289922646,98.23494452,79.4374024,0.295907507,0.99376999,"[53, 47]"
TIC 326258494,298.841893,67.8715022,0.763066116,0.993769737,"[16, 23, 25, 21, 22, 15, 26, 18, 14, 20, 24, 19, 17]"
TIC 156305960,305.4760093,-6.566810738,0.829228082,0.993749803,[54]
TIC 320205468,294.8282953,-59.85827985,1.05606028,0.993748056,"[27, 13]"
TIC 467283255,168.2804079,-61.11390662,0.385987216,0.993738314,"[64, 10, 11, 37]"
TIC 32093154,58.783985,-71.599919,0.40164898,0.993710183,"[9, 11, 12, 10]"
TIC 298687232,267.8944621,19.76223798,0.655259998,0.993699942,[53]
TIC 44837913,251.0736669,-48.3134754,0.281132996,0.993644984,"[39, 66]"
TIC 166647000,165.7162886,30.4152008,0.478014537,0.993631778,"[22, 48]"
TIC 246047409,252.4109312,-44.52810722,0.354974482,0.993586804,"[66, 12, 39]"
TIC 265239319,132.8956274,5.191780463,0.529093683,0.99357615,[34]
TIC 985576490,198.0734987,-59.92005008,0.642750286,0.993549468,[38]
TIC 460823534,158.9958795,-64.24275886,0.491019202,0.993548453,"[63, 64]"
TIC 366761761,334.8117873,72.77388573,0.490604691,0.993525419,"[25, 24, 57, 58]"
TIC 349409844,110.4212063,-61.95141128,0.831016143,0.993513858,"[3, 1, 4, 7, 11, 8, 9, 5, 6, 13, 10]"
TIC 162432383,169.4913445,-46.09832612,0.652060747,0.993509432,"[36, 37, 63, 64, 10]"
TIC 260353841,95.05675172,-54.53696005,0.420611672,0.993505569,"[27, 28, 31, 65, 61, 62, 39, 38, 36, 66, 32, 35, 29, 33, 34]"
TIC 308851965,122.6597501,-64.11906506,0.340037874,0.993488776,"[34, 37, 36, 38, 28, 35, 31]"
TIC 370104936,69.932354,-68.442642,0.38435607,0.99347098,"[9, 10, 11, 13, 12]"
TIC 56649881,158.165748,-6.892741,1.074892246,0.993455084,[9]
TIC 320377212,7.637945873,57.72980409,0.226690025,0.993431993,[24]
TIC 256352113,322.7464781,70.82322966,0.935193714,0.9934194,"[58, 25, 57, 17, 24]"
TIC 407420381,27.51590303,42.44500613,0.344484942,0.993418085,[18]
TIC 88416464,45.86180213,-24.86270769,0.300481363,0.993410698,[31]
TIC 182315791,123.3443952,-36.31041612,0.419393231,0.993408883,"[61, 34, 8, 35, 7]"
TIC 62902271,116.9454344,20.93601119,0.875510361,0.993362695,"[44, 46, 45]"
TIC 54533646,19.75928233,61.67578805,0.315248011,0.993325492,[25]
TIC 375148305,89.09222262,-49.0148728,0.470255793,0.99331082,"[32, 33, 34]"
TIC 141678685,112.9393022,82.43043561,0.39253711,0.99330992,"[40, 47]"
TIC 2105589,79.39868968,33.5934897,0.959679444,0.99330472,"[45, 43, 44, 59]"
TIC 209496564,297.6041385,14.51386165,1.01935917,0.993300569,[54]
TIC 169175441,297.144144,41.8816589,0.478319632,0.99327786,"[14, 55, 41, 15, 54]"
TIC 403758950,179.8947083,-46.76419727,0.282633276,0.993272976,[64]
TIC 409350377,213.8192908,-58.54370179,0.775266212,0.993252536,[65]
TIC 106736557,160.6222363,-37.83805156,0.361290056,0.993247917,[63]
TIC 334382931,122.6881507,11.73340386,0.330889533,0.99323012,"[45, 46]"
TIC 294324232,108.754034,-54.924706,1.139588967,0.993200541,"[8, 33, 35, 9, 36]"
TIC 429353316,183.532773,-19.882269,0.303454939,0.993154298,[10]
TIC 346105825,255.6173827,-40.95272368,0.51365841,0.993130653,[66]
TIC 312626022,303.5231386,38.38291188,0.572310936,0.993095792,"[54, 55, 41]"
TIC 431481388,49.36037309,-75.76990327,0.365122193,0.993054761,[39]
TIC 365723507,274.8546252,-65.47754374,0.318151016,0.993052992,[39]
TIC 307933380,138.661206,-17.5489,0.443809762,0.993051986,[8]
TIC 158186773,274.2768443,19.64903465,0.823810544,0.99304894,"[53, 40]"
TIC 38423705,60.41273,-64.20222078,0.533929811,0.992984933,"[61, 63, 62, 65, 64, 66, 10, 11]"
TIC 175556469,289.1292992,4.834792301,0.791666918,0.992936996,[54]
TIC 256560570,300.0035758,60.66375106,0.22619532,0.992926682,"[57, 14, 17, 15, 21, 54, 51, 58, 16]"
TIC 169248671,160.7991815,-0.420157233,0.32176828,0.992867417,"[35, 46, 45]"
TIC 314864553,53.16818544,-75.88881372,1.056777676,0.992865873,"[29, 63, 39, 66, 27, 28, 62]"
TIC 296977859,174.2209666,-16.14834921,0.29725198,0.992852005,[36]
TIC 202442615,227.9598313,61.85702303,0.349949208,0.992851423,"[49, 16, 23, 50, 15, 48, 41, 22, 21]"
TIC 293375066,11.0055266,9.549494444,0.835047398,0.992837583,"[42, 43]"
TIC 17568668,244.2263724,31.12260637,0.567606166,0.992829384,"[25, 24]"
TIC 235277567,103.0392388,8.429128738,0.281075422,0.992827248,[33]
TIC 84049694,95.65104767,29.00042347,0.203834664,0.992813507,"[45, 43]"
TIC 245942130,70.09720804,13.58798203,0.590441284,0.992783218,[32]
TIC 389968719,277.2983947,56.51176012,0.331759519,0.992762942,"[24, 25, 26]"
TIC 184089083,295.5789805,39.69811241,0.37832069,0.992762003,"[54, 41, 14, 55]"
TIC 350573655,246.5975299,-64.10083563,0.691019924,0.992740987,[66]
TIC 274145115,143.5536104,-87.01103848,0.711520423,0.992689521,"[27, 39, 38]"
TIC 236399745,251.6870112,-47.43550312,0.44161642,0.992641836,"[39, 12]"
TIC 348898049,106.0606355,-62.90221871,1.000353118,0.992623315,"[64, 66, 7, 65, 35, 12, 34, 1, 39, 11, 28, 36, 3, 13, 6, 4, 5, 10, 29, 2, 30, 63, 31, 38, 37, 27, 33, 9, 61]"
TIC 239290461,300.3179997,44.53512276,0.87947162,0.992596757,"[41, 55, 54, 14, 15]"
TIC 313399930,183.5681968,-67.74125832,0.302350227,0.992596379,"[65, 38, 64, 37]"
TIC 274510661,254.0749938,50.12662706,0.26099354,0.992577288,"[50, 52, 53, 51]"
TIC 257421212,22.27935673,-15.3603397,0.285372634,0.992507829,[30]
TIC 40027397,255.8884813,-32.61405491,0.973683724,0.992495471,"[66, 39]"
TIC 360444680,217.508957,-71.50520492,0.738521233,0.992451026,"[39, 38]"
TIC 184589181,31.4425879,39.75978901,0.216502127,0.992416796,[18]
TIC 389922504,87.859707,-70.47939173,0.850121204,0.992413509,"[2, 1, 6, 5, 12, 7, 4, 9, 11, 8]"
TIC 15937107,62.81941214,22.2563162,0.32540171,0.992409329,"[43, 44]"
TIC 64279984,321.6873734,52.89853581,1.194572025,0.992394784,"[56, 57]"
TIC 312867021,127.0659211,73.1379115,0.288253883,0.992394642,[60]
TIC 395943466,36.16998226,76.77039295,0.298761584,0.992392594,[25]
TIC 182320704,123.5158307,-36.95220465,0.269247258,0.992378712,"[61, 62]"
TIC 239761286,86.84665692,30.75505264,0.749710001,0.992372926,"[43, 45]"
TIC 198407749,258.7366396,58.85788946,0.837556394,0.992366434,"[15, 57, 24, 58, 14, 20, 60, 55, 40, 16, 41, 59, 53, 17, 49, 21, 50, 52, 19, 47, 51, 56, 22, 25, 54]"
TIC 316733305,52.97241429,56.4403716,0.829219075,0.99229032,[19]
TIC 178473930,123.920227,-1.918159,0.740544144,0.992178802,[7]
TIC 123625970,89.218106,-21.781854,0.317335884,0.992145125,[6]
TIC 1055770918,208.9430162,-29.19008762,0.295363561,0.992117595,[37]
TIC 67423472,29.00522347,40.05595202,0.387345922,0.992079722,"[18, 58]"
TIC 400361232,263.4714526,16.92030105,0.532218966,0.9920528,"[52, 53, 26]"
TIC 41840710,285.6671992,32.52583508,0.694968371,0.992027292,"[14, 53, 54, 40]"
TIC 429150512,173.0675114,-26.85261536,0.713957221,0.991958287,[36]
TIC 220402290,69.57945923,-57.20383833,0.784736516,0.991954499,"[65, 64, 2, 66, 63, 5, 3]"
TIC 284268796,225.439913,47.56430725,0.242236006,0.991906341,[24]
TIC 169079394,297.1154285,40.02419801,1.129064384,0.991879418,"[54, 41, 14, 55, 15]"
TIC 333464043,327.0025395,-6.463098532,0.227423448,0.991848792,"[55, 42]"
TIC 175458617,350.8123155,-37.5445201,0.336190678,0.991838052,[29]
TIC 140801898,74.89997023,-72.63913454,0.769012154,0.991792358,"[2, 3, 6, 64, 5, 65, 62, 63, 9, 13, 66, 1, 4, 8, 10, 11, 12, 7]"
TIC 26182280,106.6436754,14.67594698,0.340754924,0.991764245,[33]
TIC 49175300,165.2952483,-31.54683586,0.264162057,0.991757376,"[63, 9]"
TIC 405190741,3.74690928,8.818283193,0.840304539,0.991746624,"[42, 43]"
TIC 298264838,247.6980827,54.90117092,0.291256826,0.991746027,"[24, 51, 50, 56, 25, 49, 52]"
TIC 258172452,250.5124741,21.56523757,0.305882297,0.991730707,[25]
TIC 293345927,98.96296158,-61.10309771,0.539395569,0.991699558,"[35, 9, 30, 66, 6, 2, 28, 65, 37, 27, 64, 29, 62, 3, 38, 33, 5, 63, 13, 61, 36, 32, 12, 7, 10, 8, 11, 39]"
TIC 292474331,281.7403715,-71.44735207,0.366819687,0.991687391,"[66, 13]"
TIC 13017011,298.6294696,24.31936606,0.639255872,0.991677474,"[54, 14, 41]"
TIC 236341259,242.6437996,26.8363366,0.297143955,0.991669588,"[24, 25, 52, 51]"
TIC 145594454,132.5519847,-48.99870105,0.350587315,0.991596049,"[36, 63, 35, 62]"
TIC 231629787,317.1795981,-56.61810127,0.266438595,0.991568596,"[1, 27]"
TIC 171896106,255.4753024,-59.04758771,0.69280975,0.991511701,"[66, 39]"
TIC 273778807,298.2075376,42.20112447,1.111557048,0.991503462,"[15, 14, 54, 55, 41]"
TIC 252868083,51.61523301,49.03677142,1.125004197,0.991441853,[58]
TIC 427396133,83.97536205,-5.628359345,0.33845508,0.991413234,"[32, 6]"
TIC 446701910,213.5836947,-80.19495671,0.416911823,0.991400545,"[38, 39]"
TIC 168697816,61.66899207,-34.96656806,0.691729574,0.991352135,"[5, 4]"
TIC 396424970,213.0889455,-74.05549942,0.278568674,0.991339998,"[38, 12, 39, 11]"
TIC 144376560,172.517983,29.96463257,0.439001585,0.991336245,"[22, 49]"
TIC 402967151,226.178155,-76.37002312,0.317782084,0.99131519,[39]
TIC 464185342,155.7159001,-54.58846801,0.450953192,0.991254289,"[63, 64]"
TIC 95447150,283.1418343,10.15959876,0.332297614,0.99125361,[54]
TIC 302624355,28.35262233,69.45940339,0.405720652,0.991242597,[25]
TIC 308456254,120.969786,-62.640514,0.318417409,0.991208268,[11]
TIC 278003738,284.259532,-34.81941,0.234051901,0.9912016,[13]
TIC 286776553,76.61250261,64.77458805,0.288945838,0.991198463,[59]
TIC 231150961,100.4958452,7.883045802,0.71716633,0.991135412,"[33, 6]"
TIC 391082033,297.2236705,19.96857391,0.212846434,0.991108865,"[54, 41, 14]"
TIC 183585389,12.34022348,-38.88570791,0.300051827,0.991081968,"[2, 29]"
TIC 375057695,100.088869,-60.700147,0.367714892,0.991077947,"[9, 13, 11, 12, 10]"
TIC 220406743,70.310222,-55.098606,0.376748196,0.991073518,[9]
TIC 45739035,257.9904016,-34.28103427,0.364574011,0.991065723,"[39, 66]"
TIC 144433200,358.3566207,-44.64978311,0.414998842,0.991028781,[2]
TIC 287131452,294.9855154,59.84105784,0.210898146,0.991027631,"[51, 47, 50, 40, 41, 55, 54]"
TIC 160195393,258.8506367,85.21149582,0.573394342,0.990958918,"[59, 14, 40, 25, 47, 19, 26, 53, 60, 20, 52]"
TIC 55753808,181.6017352,57.16004113,0.415870797,0.990956078,"[48, 21]"
TIC 406095880,283.274458,-50.180527,0.943191966,0.990929011,[13]
TIC 467785978,62.65811117,34.7532173,0.559134413,0.990923279,[19]
TIC 446524355,156.0319765,-52.58603752,0.446784718,0.990901947,"[37, 10, 36, 9, 63]"
TIC 62401138,127.809715,-2.19936,0.422927241,0.990887343,[7]
TIC 318180226,309.321132,-82.4908915,0.250996348,0.990876363,"[27, 13, 39, 66]"
TIC 22135579,183.2303977,-47.51974798,0.368729924,0.990844622,[37]
TIC 292765671,221.618859,-60.78849,0.32470516,0.99084201,"[11, 65, 12, 38]"
TIC 285726969,81.75757444,25.1345692,0.560257876,0.990818107,"[43, 45, 44]"
TIC 389015383,135.996389,-88.55209005,0.875121543,0.990805853,"[27, 39]"
TIC 273305007,321.3645265,-81.64102559,1.084644412,0.990786163,"[66, 39, 13, 27]"
TIC 397343211,175.0260419,-44.25683165,0.244394343,0.990745225,"[64, 63]"
TIC 164524541,283.3856778,47.43522523,0.314973936,0.990736264,"[55, 40, 41, 54, 53, 14, 26]"
TIC 408013666,3.72715218,-9.569563861,0.951925591,0.990707069,"[3, 42]"
TIC 153566009,259.5960895,-34.40850264,0.29230122,0.990687052,"[66, 12, 39]"
TIC 138122054,92.85710943,74.52793614,0.272537037,0.990684425,"[59, 60, 19, 20, 53, 40]"
TIC 441721241,255.3380752,75.333139,0.361102668,0.990651221,"[41, 49, 48, 52, 53, 40, 50]"
TIC 160603519,244.9114257,76.92128148,0.391226195,0.990579488,"[48, 41, 52, 55, 49, 47, 53, 16, 19, 18, 15, 14, 26, 22, 21, 20, 25]"
TIC 260301742,94.7050953,-54.20901063,1.120870069,0.99057428,"[35, 31, 28, 34, 33, 38, 32, 39, 29]"
TIC 360020620,300.392488,70.454466,1.134222142,0.990568106,"[26, 14, 49, 50, 23, 15, 60, 24, 51, 47, 52, 22, 25, 53, 18, 48, 58, 41, 20, 55, 16, 56, 54, 40, 21]"
TIC 55497266,71.70699475,-60.5696894,0.648509111,0.990539605,"[28, 29, 32, 35, 38, 39, 30, 34, 31, 37, 36, 27]"
TIC 377088966,294.6733335,20.12964516,0.473668755,0.990537897,"[41, 14, 40, 54]"
TIC 106588668,110.024558,-24.08551072,0.350480086,0.990523264,[61]
TIC 85784414,63.7564082,32.33555185,0.577160836,0.990520623,"[19, 59]"
TIC 365089053,202.4461849,1.095347829,0.775510523,0.990486548,"[46, 50, 23]"
TIC 359307236,201.2095426,-54.34016115,1.155410672,0.990445676,"[65, 64, 11]"
TIC 278827383,100.653512,-54.443069,0.422919195,0.990391215,[7]
TIC 22864020,108.8222413,-36.20826821,0.936222767,0.990385054,"[34, 33]"
TIC 235651762,277.571474,21.6778307,0.241003408,0.990345065,[26]
TIC 219213742,93.424028,-51.667558,0.9759462,0.990333826,"[6, 7, 8, 5]"
TIC 141457913,117.3241108,-19.18864137,0.211448769,0.99030105,"[61, 34, 7]"
TIC 141292310,129.331243,-45.207183,0.435959836,0.990252063,"[8, 61]"
TIC 28690471,26.54483678,39.60947876,0.316487035,0.990250569,[58]
TIC 341909913,239.5163802,-63.38832762,0.917568854,0.990137357,"[66, 65]"
TIC 70785920,1.579487471,-30.37288921,0.682803504,0.990083449,[2]
TIC 365070861,202.2363127,2.230821962,0.377801605,0.990067717,"[46, 23, 50]"
TIC 299443090,26.70886674,51.31388451,1.172567527,0.990067202,"[58, 18]"
