objectname,RA,DEC,period,R2,sector
TIC 415969184,342.1486374,-20.31193519,0.948332794,0.999707687,[2]
TIC 432098059,57.73101339,44.05343674,0.369534905,0.999707615,[59]
TIC 343409837,310.014981,63.99292325,0.352511737,0.999707276,[24]
TIC 49214115,204.452117,-29.15568624,0.899132324,0.999706465,[64]
TIC 258776281,286.4916614,70.20770724,0.521326983,0.99970597,"[49, 47, 48, 52, 53, 40, 51]"
TIC 101070833,57.29415751,-42.61530077,0.82816857,0.999705085,[4]
TIC 266770712,30.05017232,-18.20782613,0.78898575,0.999704719,[3]
TIC 450637853,169.086491,-54.45387065,0.497464001,0.999703656,"[63, 10, 64]"
TIC 159167875,188.7710815,23.33723066,0.338559409,0.999703211,[49]
TIC 207085748,23.13721749,-49.52813635,0.362333096,0.999702224,"[2, 3, 29]"
TIC 408469352,359.2409401,10.80436829,0.389038374,0.99970201,[42]
TIC 382450659,350.4021147,-45.95011012,0.288083215,0.99970136,[28]
TIC 241578867,25.68832097,-3.40929779,0.344272279,0.999700773,[3]
TIC 72304931,92.67792139,-9.851141614,0.365834984,0.999700124,[33]
TIC 17563811,243.8341211,35.7072952,0.361163833,0.999698999,"[24, 25]"
TIC 408256672,70.56744431,-25.82535472,0.254993004,0.999698201,[5]
TIC 197735761,330.7541559,-39.35652192,0.602363848,0.999697469,[1]
TIC 219843981,222.5323669,29.64959432,0.301533026,0.999697366,"[24, 23, 50]"
TIC 255586667,96.692182,-53.063631,0.40673835,0.999696913,"[7, 65, 66, 61, 62]"
TIC 340704073,6.205840663,-27.73863561,0.313795044,0.999696874,[2]
TIC 118271395,272.0944772,-56.76716687,0.399577016,0.999696397,"[39, 13, 66]"
TIC 434330408,93.52989727,17.67416733,0.734365863,0.999696171,"[43, 45]"
TIC 219788401,264.5058499,63.23901207,0.274534156,0.999695975,"[60, 50, 59, 53, 49, 57, 52, 54, 47, 56, 22, 41, 19, 58, 40, 51]"
TIC 229143092,26.52179061,-49.56826652,0.350812563,0.999695223,"[3, 2]"
TIC 260162199,92.80413532,-55.95324988,0.267997274,0.999694628,"[64, 61, 62, 3, 7, 65, 5, 4, 63, 6, 1, 66, 9, 13, 8, 11, 10, 12]"
TIC 76501494,228.5919246,-31.558285,0.348696593,0.999694549,[38]
TIC 44790502,61.65310746,-27.66875657,0.638284978,0.999694545,"[4, 5]"
TIC 345560724,221.8604346,22.75405153,0.361155947,0.999694296,[24]
TIC 233043818,259.6034852,22.48090149,0.370818573,0.999692924,"[25, 26]"
TIC 257073305,116.890946,4.914124751,0.65500178,0.999692821,[34]
TIC 384620517,286.8967427,18.95555704,0.856080377,0.999692307,"[40, 54]"
TIC 335661706,217.1811493,81.75389514,0.385555879,0.999689158,"[40, 21, 47, 41, 53, 48]"
TIC 268686000,17.63058741,-18.06787521,0.445649244,0.999688684,[3]
TIC 94637805,177.787916,-51.87569927,0.27682078,0.999688451,"[64, 10]"
TIC 246938869,34.43916459,18.45500194,0.539651211,0.999687927,"[42, 43]"
TIC 207174531,46.75512864,-56.1345714,0.625177617,0.999687388,"[2, 3, 4]"
TIC 262434790,73.49546607,4.020377694,0.31457268,0.999687314,"[32, 5]"
TIC 193990389,230.5248585,51.18203036,0.390215446,0.999686882,"[23, 24, 16]"
TIC 247996419,324.7057941,26.69283499,0.280504664,0.99968529,[55]
TIC 627436,73.04731162,-25.1940849,0.579367799,0.999685003,"[32, 5]"
TIC 152359020,44.68626208,-38.55514087,0.242664415,0.999682993,[30]
TIC 219254827,66.0051182,-50.10708589,0.310535026,0.99968281,"[30, 32]"
TIC 139724460,66.81618198,-21.58348845,0.600660154,0.999682709,[32]
TIC 307960254,149.1830555,26.03197698,0.671930662,0.999682624,"[45, 48, 46]"
TIC 27112021,200.0657502,17.76583258,0.407830405,0.999682439,"[23, 50]"
TIC 154096314,341.576578,43.86885321,0.490268568,0.999682256,[16]
TIC 239290086,300.2827261,44.67033287,0.368374394,0.999681761,"[55, 54, 15, 41, 14]"
TIC 166969516,94.67382635,-66.36529095,0.434178412,0.999680716,"[5, 1, 7, 2, 11, 3, 12, 10, 13, 8, 4]"
TIC 441200647,335.7197534,-24.62002755,1.155502988,0.999680539,[28]
TIC 147791553,109.8123913,69.05447027,0.328065566,0.999679991,[47]
TIC 347552724,45.11275573,2.18344968,0.53594064,0.999679915,[4]
TIC 377296926,286.8154753,55.01279265,0.431434972,0.999679723,"[14, 19, 55, 56, 40, 60, 15, 53, 49, 16, 54, 26]"
TIC 149837469,352.0045549,-33.99767082,0.385788823,0.999679172,[2]
TIC 237209616,294.2063342,76.57017052,1.028910113,0.999678898,"[47, 52, 49, 40, 50, 53]"
TIC 157448336,264.8556317,36.7831571,0.337227357,0.999678816,"[25, 26]"
TIC 179050758,236.6291424,-38.21807847,0.460957889,0.999678217,[65]
TIC 5637753,32.28242774,26.48531098,0.299295182,0.999677171,[43]
TIC 308018120,155.0565539,-13.86027143,0.380830759,0.999676499,"[62, 9]"
TIC 264464850,325.0006919,80.96187523,0.76574298,0.999675543,"[53, 52]"
TIC 260708271,98.45958569,-59.06276942,0.358685954,0.999675313,"[62, 64, 61, 12, 66, 63, 13, 11, 65]"
TIC 7203984,6.350601316,-46.92418219,0.436729276,0.999675136,[29]
TIC 232449809,93.452051,5.953134,0.500465202,0.999674722,[33]
TIC 219494344,243.7751598,44.97269967,0.345608515,0.999674429,"[24, 25]"
TIC 237278994,299.6590918,72.23858107,0.343031286,0.999674302,"[17, 14, 24, 16, 25, 26, 15, 19, 22, 20, 23, 18, 21]"
TIC 183586018,12.53221251,-41.50813069,0.335506228,0.999674172,[29]
TIC 402373570,34.4911536,31.26328025,0.310502836,0.999674002,[18]
TIC 401925979,57.37776557,-4.520484689,0.479988246,0.999673168,[5]
TIC 200653476,353.2467866,33.63389205,0.290661503,0.999672646,[57]
TIC 140757590,74.28116582,-72.13190161,0.418103947,0.999671801,"[62, 64, 66, 9, 61, 63, 13, 65, 10, 12, 11]"
TIC 77477830,141.6309291,-1.38698992,0.265636611,0.999671038,[35]
TIC 445133704,11.12758944,54.00423088,0.324081205,0.999670751,"[57, 58, 17, 18]"
TIC 193322682,178.1311875,-15.95066424,0.333691893,0.999669868,[36]
TIC 156072994,237.1459513,43.47915336,0.36280009,0.999669572,"[23, 50, 24, 51]"
TIC 390632932,191.2566011,7.951405973,0.373580914,0.999668741,"[50, 46, 23]"
TIC 436660156,72.91173344,13.38099741,0.415045329,0.999668454,"[5, 44, 43]"
TIC 20212631,227.0380604,39.97024,0.297135386,0.99966749,"[24, 23, 51, 50]"
TIC 289370888,278.068073,41.84617887,0.859722345,0.999667153,[26]
TIC 203331489,198.3626786,-18.82515811,0.987812747,0.999666699,"[64, 37]"
TIC 332910986,35.05951878,-2.867398703,0.644199025,0.999666611,[4]
TIC 178952160,68.93221779,-28.91468242,0.90732249,0.999666018,"[31, 32]"
TIC 232073646,28.28130065,-67.95392786,0.28179631,0.999666001,"[1, 2]"
TIC 7724421,66.41135971,-38.05948092,0.640898566,0.999664092,"[4, 31, 5, 32]"
TIC 399702726,20.70956247,0.712054258,0.520627952,0.999663076,"[42, 3, 43, 30]"
TIC 71032040,152.9788716,-34.84937306,0.405398604,0.999662764,[36]
TIC 376848654,275.2167929,67.16415069,0.487846367,0.999662233,"[48, 55, 49, 52, 40, 41, 54, 53, 51]"
TIC 441741602,260.0188126,75.37602863,0.405158279,0.999661615,"[52, 41, 57, 53, 54, 51, 58, 55, 23, 47, 26, 48, 49, 14, 60, 50, 56]"
TIC 445829772,173.0873239,49.73601912,0.410379684,0.999660576,"[21, 22]"
TIC 106465458,159.4029014,-37.15794631,0.343513169,0.99966052,[63]
TIC 120956236,53.92790496,-20.35193236,0.32711968,0.999658231,[4]
TIC 419152938,120.776066,-35.08360682,0.425682945,0.999655874,"[34, 35, 8]"
TIC 353482844,33.4360078,70.14527098,0.500964934,0.999653219,"[25, 52, 19, 18]"
TIC 389609806,312.1478777,-46.16189409,0.806129554,0.999651661,[27]
TIC 32636486,175.9966622,-29.86660126,0.399815953,0.999650572,[36]
TIC 432128410,137.2328195,-21.40666049,1.16722184,0.999650493,[35]
TIC 116520408,234.1439947,46.63589009,0.290934947,0.999650329,"[24, 50, 23, 51]"
TIC 294873015,71.6033266,-66.34601694,0.258209601,0.99965003,"[2, 6, 4, 5]"
TIC 287174076,19.04914886,-6.99354486,0.324958404,0.999649973,[3]
TIC 121213501,287.3408867,38.32567437,0.474090168,0.999649531,"[14, 41, 40, 54, 53]"
TIC 100014464,23.21288552,-47.26367688,0.635167653,0.999649456,"[29, 30]"
TIC 77178193,68.59511648,-36.57024753,0.830292685,0.999648513,"[31, 32]"
TIC 141126559,80.55611269,-71.93852109,0.776330544,0.999648247,"[62, 66, 64, 65, 4, 5, 61, 6, 63]"
TIC 262622753,348.5729078,2.625221531,0.555146525,0.999645493,[42]
TIC 193580427,265.8461837,47.86160856,0.394554453,0.999644622,"[26, 25]"
TIC 154875092,195.9122416,88.40201727,0.366632472,0.999644516,"[26, 25]"
TIC 372366518,331.9805286,36.68557245,0.558333966,0.999644346,"[16, 56, 15]"
TIC 383858742,222.1797408,-42.09689577,0.321293197,0.999643934,"[65, 11]"
TIC 343553606,341.502813,57.780505,0.805441627,0.9996439,"[16, 17]"
TIC 461637324,21.12862044,85.01867619,0.734232667,0.999643855,"[53, 40, 52]"
TIC 410392940,166.576976,-18.7577381,0.362636239,0.999643001,"[63, 9]"
TIC 90836525,239.2578278,-57.905981,0.313930493,0.999642778,"[65, 12]"
TIC 231928131,93.22102974,-47.58987301,0.684088314,0.99964271,"[34, 33, 32]"
TIC 38907808,69.4482161,-65.27611895,0.276056694,0.999642401,"[28, 35, 34, 37, 32, 33, 29, 31, 27, 38, 30]"
TIC 441105436,323.8297321,-27.38046605,0.369084201,0.999642265,[1]
TIC 461498341,333.3348527,84.76031581,1.127980455,0.999641154,"[20, 25, 26, 60, 18, 52, 53, 40, 58, 19]"
TIC 88118399,193.9858511,14.83978684,0.247913998,0.999640923,"[50, 23]"
TIC 159981348,241.2141693,53.71981893,0.261621386,0.999640412,"[24, 25]"
TIC 209169794,298.5808738,-29.91111549,0.806121386,0.999639623,[27]
TIC 193627658,266.5626784,45.39216633,0.786310522,0.999637944,"[26, 25]"
TIC 387513120,42.9803473,8.416131201,0.303610886,0.99963794,"[43, 42, 4, 44]"
TIC 365062319,20.67996012,8.880423651,0.430232542,0.999637908,"[42, 43]"
TIC 244207973,73.34125912,-3.381851755,0.613335643,0.999634841,[5]
TIC 66473439,355.7806399,-18.87514624,0.486182663,0.999634593,[29]
TIC 18433724,265.9725267,31.53009407,0.407484947,0.999634252,"[26, 25]"
TIC 1042350,153.9706067,27.81915789,0.353767375,0.999633202,[48]
TIC 298661555,272.4485069,49.04860892,0.227875075,0.999632639,"[26, 25]"
TIC 369218857,313.9923179,-36.44860452,0.327553395,0.999630044,[1]
TIC 18636142,266.8689707,32.35754094,0.431528299,0.999628388,"[26, 25]"
TIC 185223458,173.9556578,-6.429148683,0.277279009,0.999627615,"[36, 46]"
TIC 60007502,72.47531626,25.25808069,0.294913557,0.999626647,"[44, 43]"
TIC 9825731,260.9332256,31.29858482,0.590082657,0.999625568,"[25, 26]"
TIC 40083136,7.238546682,-8.210490652,0.235912838,0.999624772,"[42, 3]"
TIC 114500611,11.8168185,-19.69547566,0.488597183,0.999624713,[3]
TIC 18269802,264.8358316,35.70293115,0.343344095,0.999624546,"[26, 25]"
TIC 99784331,141.4966993,41.94188205,0.523282334,0.999624212,"[21, 48]"
TIC 422274807,194.5666524,10.68728608,0.45290151,0.999623995,[50]
TIC 181035310,287.5586671,5.027245634,0.345883817,0.999620221,[54]
TIC 185259483,175.1082988,-6.102530196,0.310822108,0.999619957,"[36, 46, 9]"
TIC 71467918,303.880823,-6.340269585,0.237948801,0.999619523,[54]
TIC 280371111,115.0649775,3.952619881,0.565804421,0.99961924,[34]
TIC 139452314,169.062836,35.84087337,0.346756133,0.999618293,"[48, 22]"
TIC 398985393,192.718452,-19.317329,0.439176801,0.999617692,[10]
TIC 159939533,240.3415219,48.49388676,0.282254785,0.999617477,"[24, 25]"
TIC 262713964,148.983235,2.258212804,0.572512443,0.999615651,"[46, 45]"
TIC 363885457,200.7678967,-43.34880857,0.351696954,0.999614683,[64]
TIC 165458777,180.1513488,-39.25975275,0.292732674,0.999613597,"[63, 64, 10]"
TIC 406781370,170.5235077,46.72598417,0.895524565,0.99961307,"[21, 48, 22]"
TIC 282137421,283.323098,21.22576226,0.493660809,0.999613001,"[54, 53]"
TIC 328398979,47.29117187,3.395733414,0.455265567,0.999612577,[4]
TIC 260411041,152.6384705,-43.36006734,0.402867318,0.999612227,[36]
TIC 357512000,186.7260028,-78.65471395,0.8802246,0.999612004,"[66, 65, 11]"
TIC 200282468,72.23944507,-47.13451806,0.852088756,0.999611804,"[5, 4]"
TIC 1630690,188.1924436,-16.4388613,0.413402334,0.999611127,"[63, 10]"
TIC 69818350,337.7752544,-19.68289659,0.233360343,0.999610974,[28]
TIC 147625755,184.152306,64.85758925,0.675941635,0.999610143,"[48, 14, 15, 22, 21, 41]"
TIC 153860019,127.3823127,72.52813548,0.231472006,0.999610109,"[53, 47]"
TIC 393943031,344.1080681,-36.01389545,0.449770587,0.999609805,[2]
TIC 46384498,133.9496825,12.46811079,0.812892142,0.999608325,"[46, 45]"
TIC 387513384,43.00708511,9.510712102,0.297552219,0.99960817,"[43, 42, 4, 44]"
TIC 418998975,345.0995928,41.12467942,0.276946134,0.999608069,"[57, 16]"
TIC 25428504,248.7491528,-48.2567099,0.65190976,0.99960724,[39]
TIC 137860956,48.14494402,-19.53267842,0.385705882,0.99960718,[4]
TIC 32543789,84.57166637,-27.52049548,0.318975118,0.99960702,[5]
TIC 43712632,76.26972374,-7.561921168,0.927138986,0.999605801,"[32, 5]"
TIC 248410138,76.99871127,-5.843802407,0.821499974,0.999603309,"[32, 5]"
TIC 208755457,209.2550063,-57.29287826,0.410844493,0.999602448,[65]
TIC 57229962,251.1066361,41.9691971,0.423541738,0.99960014,"[24, 25]"
TIC 55756813,74.949033,-65.138119,0.342817929,0.999599429,"[6, 7, 3, 5, 9, 11, 13, 4, 10, 12, 8]"
TIC 200645730,320.6395839,-46.46058533,0.291603722,0.99959938,[1]
TIC 247003050,36.50566696,22.44588345,0.379900112,0.999599306,"[42, 43]"
TIC 201249189,0.449221245,-57.24206002,0.470647967,0.999598167,"[1, 2]"
TIC 232524483,193.4754737,77.20368892,0.373204418,0.999596456,"[47, 41, 40, 21, 48, 53]"
TIC 250957384,337.7982411,-7.082636332,0.339564346,0.999595649,[42]
TIC 93053299,84.31962499,-23.66116787,0.411003802,0.999594984,[5]
TIC 306772761,121.0431734,-67.91575053,0.41309548,0.999594953,"[2, 5]"
TIC 257273424,256.8807179,28.04202824,0.398335012,0.999592759,[25]
TIC 89543393,357.7648705,-19.07475211,0.470590659,0.999590966,[2]
TIC 193823999,268.8993431,43.80559676,0.369770861,0.999590509,"[25, 26]"
TIC 261981997,295.1544812,6.325246543,0.891202269,0.999589725,[54]
TIC 398842325,78.55778316,-21.70183267,0.529000129,0.99958959,[32]
TIC 251094131,37.95182046,-4.541254009,0.396238103,0.999588565,[4]
TIC 137881916,150.8013252,54.97160952,0.335405081,0.99958526,[48]
TIC 20660680,335.6200486,29.37012371,0.277860774,0.999584125,[56]
TIC 288226367,356.3401126,34.13914729,0.354860834,0.999582985,[57]
TIC 56721745,181.6092644,-3.163746643,0.284027983,0.999581872,[46]
TIC 266769521,29.75082502,-22.91850639,0.535687365,0.999581383,"[30, 3]"
TIC 163581410,174.2452874,-42.13987927,0.362859519,0.999581062,"[37, 36]"
TIC 156832130,98.49178585,-46.49908965,0.487259695,0.999579566,"[33, 34, 32, 7]"
TIC 164375251,265.4623452,47.85106954,0.540149598,0.999579355,"[25, 26]"
TIC 148963419,190.0612479,66.28599053,0.568488254,0.999578095,"[22, 41, 15, 21]"
TIC 175532970,46.02251822,-39.86803778,0.602050406,0.999577096,"[30, 31]"
TIC 365034219,311.2932733,48.08672366,0.377597276,0.999575665,"[55, 56, 15, 41, 16]"
TIC 274599035,255.2550725,49.38792022,1.113863192,0.999575005,"[26, 24, 25]"
TIC 304775926,165.422353,-55.413348,0.362103777,0.999573742,[10]
TIC 230221493,245.5062695,20.4293891,0.41188325,0.999573607,[25]
TIC 455064763,77.21563839,2.821041755,0.295639085,0.999573481,[5]
TIC 296449358,141.4013261,-53.25183193,0.334996013,0.999572042,"[36, 35, 63, 62, 10, 9]"
TIC 185244406,174.5821402,-9.251333341,0.663444376,0.999570389,[46]
TIC 313611753,261.1268325,29.1139352,0.395536644,0.999569927,"[25, 26]"
TIC 40534599,174.6750337,-15.3125074,0.356924376,0.999568014,"[36, 63, 9]"
TIC 91606450,88.52140934,15.87948738,0.762016807,0.999567304,"[45, 44, 33, 43]"
TIC 100796064,311.8016638,-53.64872407,0.439258792,0.999567139,[27]
TIC 388129029,63.71086942,-68.23608894,0.29711225,0.999565556,"[62, 64, 63, 61, 66, 65, 11, 10, 12, 13, 9]"
TIC 47751440,221.3137511,-35.05571451,0.795915803,0.999563797,[65]
TIC 156380098,159.886355,15.331026,0.345382235,0.999563649,"[22, 45]"
TIC 233233639,267.2584914,67.43652223,0.440457858,0.999563477,"[58, 53, 49, 40, 56, 20, 16, 60, 24, 59, 54, 52, 57, 23, 47, 15, 19, 22, 17, 25, 26, 50]"
TIC 143043815,55.27146862,-30.41855308,0.363363384,0.999563407,[4]
TIC 137493886,292.3752928,36.28748386,0.713194609,0.999562614,[40]
TIC 146637697,42.56634588,-46.81893095,0.271815602,0.999562596,[3]
TIC 224605072,255.5991738,58.86997995,0.665152511,0.999561935,"[55, 19, 23, 57, 16, 20, 49, 14, 47, 17, 58, 41, 48, 56, 59, 24, 53, 60, 40, 54, 21, 22, 26, 15, 52, 25, 50, 18]"
TIC 322063571,14.39471748,-52.76566783,0.291463102,0.999560705,[29]
TIC 123038007,279.1171594,45.93977121,0.422731719,0.999560109,[26]
TIC 352166560,246.858896,-37.47718753,0.363783436,0.999559908,[39]
TIC 277565268,311.1240403,54.10194026,1.098118967,0.999558956,"[55, 56, 15, 16, 57]"
TIC 230478637,307.370268,32.79725872,0.668424268,0.999556964,"[15, 41, 14, 55]"
TIC 382425148,350.0694572,-44.06520965,0.36522037,0.99955671,[2]
TIC 458685569,131.9602729,9.441928652,0.422309906,0.999556499,[34]
TIC 375854100,336.1062519,70.3326651,0.266511801,0.999555968,[25]
TIC 367441602,78.37413974,32.23135333,0.319803737,0.999555153,"[43, 45]"
TIC 457172621,57.70570447,3.429259143,0.452234194,0.999554671,[5]
TIC 409368877,202.414546,15.2946353,0.302862794,0.99955448,[50]
TIC 56001210,69.7155277,-9.532366201,0.378697765,0.999553785,[5]
TIC 32551761,20.87599345,-13.92421917,1.084294682,0.999553736,[3]
TIC 401946845,57.83212009,-3.522250556,0.490662776,0.999553011,"[31, 5]"
TIC 412063998,0.5069401,-66.88858502,0.326702151,0.999552033,[1]
TIC 243352809,290.4020099,56.84313871,0.512240795,0.999551498,"[57, 60, 41, 56, 16, 23, 54, 47, 40, 20, 14, 59, 53, 26, 15, 50]"
TIC 353989471,272.5463927,55.63879506,0.309714942,0.999550651,"[14, 49, 16, 19, 15, 24, 50, 48, 52, 55, 41, 54, 22, 40, 17, 23, 20, 25, 51, 21, 53, 26, 18, 47]"
TIC 70761941,0.788318403,-34.93852778,0.265462651,0.999549949,[2]
TIC 279481568,105.5290719,-56.11755973,0.316445057,0.999549411,"[63, 7, 62, 66, 61]"
TIC 21027962,273.1431987,50.46242745,0.695152127,0.999549377,"[54, 41, 48, 53, 52, 40]"
TIC 142625736,118.885305,-21.75951617,0.455633355,0.999548842,[61]
TIC 82524933,175.1288759,16.79325644,0.81242894,0.999548567,[49]
TIC 257002707,223.9325128,76.30658223,0.376972721,0.99954851,"[41, 40, 60, 15, 20, 53, 48, 47, 22, 26, 14, 21]"
TIC 339637059,110.0011442,-54.19198796,0.676294056,0.999547967,"[35, 33, 34, 36]"
TIC 377253090,286.1926722,58.951232,0.424749064,0.999546559,"[56, 17, 21, 20, 54, 49, 41, 19, 15, 60, 55, 57, 40, 14, 16, 53, 58, 26, 50, 24, 52, 23, 47, 25, 22, 51]"
TIC 50492743,37.323281,-77.7560109,0.60234102,0.999544941,"[28, 66, 27]"
TIC 411704509,218.8443772,-54.0388103,0.75341109,0.999543374,[38]
TIC 175458611,350.8096945,-37.515569,0.336190683,0.999542481,"[29, 2]"
TIC 438365313,97.16814676,16.49372138,0.494429582,0.999538108,"[43, 45]"
TIC 102178051,330.6093685,-16.96483218,0.944361153,0.999536143,[42]
TIC 339859782,111.5498781,-56.92387201,0.407790134,0.999535782,"[27, 36, 34, 37, 30, 35, 33]"
TIC 278523489,332.3108598,-40.31614303,0.258784773,0.999535748,[28]
TIC 417118871,198.9620104,43.88566615,0.2821277,0.999535636,"[22, 16, 49, 23]"
TIC 230983365,24.733831,-58.579902,0.441209499,0.999534427,"[28, 29]"
TIC 318868129,41.53866499,0.285596611,0.375252801,0.999534033,[4]
TIC 379078910,204.4031336,7.264780972,0.299067908,0.999530834,[50]
TIC 22458666,186.7837597,-22.77420094,0.355917621,0.999529198,[37]
TIC 331201939,310.538646,21.93156353,0.554713957,0.999528052,"[41, 15, 55]"
TIC 192542237,154.4907982,-23.54850615,0.623908465,0.999526974,"[36, 35]"
TIC 372655296,101.802398,15.72613467,0.358556721,0.9995238,[45]
TIC 461597238,8.767844458,84.9888762,0.891265684,0.999523145,[40]
TIC 631474881,24.73369298,-58.58019425,0.441209499,0.999523055,"[28, 29]"
TIC 123311124,281.3915662,46.47361879,0.870495943,0.999522224,"[54, 40, 14, 41, 26, 55, 53]"
TIC 198389193,258.1937792,54.15064227,0.535707947,0.999521639,"[52, 47, 40, 53]"
TIC 319865847,292.5520773,-59.58986205,0.512867597,0.999521233,[27]
TIC 34274139,62.09214913,-8.074625954,0.420026031,0.999520321,[32]
TIC 167338355,98.34555811,-70.12482795,0.28850621,0.999519379,"[65, 64, 13, 11, 63, 9, 66, 62, 61, 10, 12]"
TIC 631474882,24.73386343,-58.57964027,0.441209499,0.999518357,"[28, 29]"
TIC 198410119,258.9665448,53.99099552,0.293844861,0.999515791,"[24, 59, 60, 57, 56, 26, 58, 25]"
TIC 316250867,51.81585817,54.65446624,0.684599661,0.999515522,"[19, 18]"
TIC 456517808,281.9231281,-50.83703268,0.874982328,0.999515217,"[66, 13]"
TIC 146557531,77.34178942,-19.54266167,0.270727142,0.999513721,[5]
TIC 57297550,251.7231677,38.64951231,0.382002961,0.999512794,"[24, 25]"
TIC 229585542,271.5271567,72.58495477,0.509980241,0.99951274,"[24, 57, 16, 51, 47, 26, 40, 56, 59, 58, 21, 41, 54, 22, 15, 14, 55, 53, 25, 48, 60, 20, 17, 49, 23, 19, 52, 50, 18]"
TIC 246931732,33.8365703,22.5697372,1.029919605,0.999512729,"[43, 42]"
TIC 33416807,344.8074413,-8.492377682,0.289759275,0.999512387,[42]
TIC 298757219,267.9756703,20.37419666,0.736383186,0.999511652,[53]
TIC 420134346,291.2884631,75.54943796,0.600475547,0.999507446,"[55, 47, 52, 48, 50, 53, 49, 41, 40, 51]"
TIC 417052182,304.2117384,41.96146001,0.313524382,0.999505862,"[55, 41, 15]"
TIC 308094680,168.1151632,-16.71982186,0.411901482,0.999505481,[36]
TIC 274967957,257.4690995,42.93555251,0.401171364,0.999504728,"[52, 53, 51]"
TIC 274645120,301.2213132,37.75325418,0.900396581,0.999503914,"[54, 15, 41, 55]"
TIC 286169068,227.5825213,53.72768286,0.414393602,0.999503167,"[49, 16, 24, 22]"
TIC 76304643,274.1220855,37.83774014,0.572654256,0.999502563,"[53, 54, 40]"
TIC 165993119,196.6059317,34.48805358,0.342561204,0.999501801,[49]
TIC 164833847,284.9397501,47.33537361,0.706686398,0.99950096,"[55, 14, 53, 41, 26]"
TIC 268686130,17.72335165,-18.96064947,0.467212014,0.999500067,[3]
TIC 125298121,358.4093082,33.98831607,0.612633351,0.999499582,"[57, 17]"
TIC 193553960,245.6697586,43.01893796,0.413873378,0.999499299,"[25, 24]"
TIC 32284829,24.29761606,-34.98859783,0.464003846,0.999498136,[3]
TIC 440802037,109.3781556,13.57987486,0.66076995,0.999495903,"[45, 46]"
TIC 452819172,73.18132313,3.210871783,0.412005525,0.999495882,[5]
TIC 140580579,68.20523078,-73.75888623,0.744848872,0.99949389,"[35, 33, 39, 36, 31, 28, 37, 27, 29, 38, 30, 32]"
TIC 402065927,352.6701707,-69.89286681,0.631643597,0.999489057,[1]
TIC 185236439,301.5026179,45.53062479,0.653952282,0.99948631,"[55, 56, 54, 41, 15]"
TIC 306508587,118.8770416,-66.99569569,1.107582866,0.999484909,"[61, 5, 65, 2, 62, 66, 64, 63]"
TIC 38383256,8.8372097,-8.379774361,0.290620691,0.999483381,"[42, 30, 43]"
TIC 254298146,355.0857335,-25.50206225,0.387977366,0.999482792,[2]
TIC 261459125,304.8298396,-76.12653929,0.555937723,0.999482735,[27]
TIC 335484090,332.7481422,63.39956728,0.627341461,0.999482479,"[57, 16, 24]"
TIC 72637266,31.99814836,-28.97813475,0.422444232,0.999481606,[3]
TIC 265334670,308.8729128,-70.77085326,0.888463274,0.999481421,[27]
TIC 393610764,300.3580124,7.627747124,0.350982697,0.999480589,[54]
TIC 52906667,99.35558133,-1.592454743,1.098163505,0.999480571,[33]
TIC 263306118,234.1632398,-68.27697345,0.392826664,0.999480532,[39]
TIC 69818351,337.7782448,-19.68309808,0.233360344,0.999479768,[28]
TIC 445924091,47.84452325,9.183954808,0.463603862,0.999479344,"[43, 44, 42, 4]"
TIC 10393493,267.7360338,33.54582813,0.360311367,0.999479115,"[25, 26]"
TIC 116484192,233.0200857,45.56872995,0.27638675,0.999477665,"[50, 24, 51, 23]"
TIC 233574062,282.1554536,61.86989729,0.299533659,0.999475136,"[16, 14, 40, 54, 58, 57, 15, 56, 59, 41, 60, 49, 52, 53, 51, 47, 50]"
TIC 71300298,154.4146141,-34.86486841,0.326770591,0.999471947,"[62, 63]"
TIC 150783753,2.878181617,19.66019745,0.590006391,0.99947094,[57]
TIC 8245065,157.3615601,39.76899455,0.328025383,0.999469884,"[48, 21]"
TIC 318122518,307.6256862,-80.76646444,0.290684653,0.999469085,[39]
TIC 400360028,263.5011687,16.23280574,0.974892982,0.999467852,"[53, 52]"
TIC 96699884,322.3126779,16.08183786,0.28283873,0.999467133,[55]
TIC 85785275,63.87029275,31.49875093,0.358430819,0.999466978,[19]
TIC 299156852,289.1585382,48.09717072,0.744096706,0.99946531,"[41, 15, 53, 54, 40, 55]"
TIC 165831949,122.5810714,31.2613298,0.421732601,0.999464782,"[45, 46]"
TIC 154067797,207.4843188,66.47444899,0.236483966,0.99946433,"[41, 21, 49, 15, 14, 16]"
TIC 115906237,84.58317628,32.77715407,0.344286923,0.999464018,"[45, 43]"
TIC 193635719,266.9327987,46.5420565,0.486393806,0.999462627,"[26, 25]"
TIC 329510125,273.3404703,22.51899912,0.275916234,0.99946214,[26]
TIC 99465976,317.3962025,-22.84169054,0.624326607,0.999462074,[1]
TIC 365707254,324.1404272,53.69456995,0.369447476,0.99946038,[57]
TIC 34228656,146.5819073,-42.95904189,0.395444367,0.999457065,"[35, 36]"
TIC 138256097,220.7723431,30.40986118,0.463641484,0.999456368,"[23, 24, 50]"
TIC 304133039,28.18325248,-74.76282072,0.273768782,0.999455653,"[1, 2, 13]"
TIC 182894226,282.200073,-45.48233,0.40848217,0.999454689,[13]
TIC 357604966,204.0398671,-18.11947377,0.418632811,0.999453093,"[64, 37]"
TIC 55007847,161.0916165,-7.185817761,0.611364318,0.999445965,[35]
